card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,client_name,sex,city,city_code,city_zone
high,0,28,1.51,0.0,0.0,no,no,0,44.0,1,15,Matthew Maddox,Male,Other,0,11020
low,1,31,3.0,0.0,0.0,yes,no,2,51.0,1,2,Charles Wise,Male,Other,0,11020
high,0,30,2.6,0.3,640.65,yes,no,0,25.0,1,4,Jessica Taylor,Female,Sacramento,1,11021
high,0,37,2.5,0.03,61.74,yes,no,2,120.0,0,4,Wendy Howard,Not Declared,Other,0,11020
high,0,44,3.5,0.01,34.53,yes,no,1,33.0,1,13,Susan Fields,Female,Other,0,11020
high,0,25,2.4,0.11,213.29,no,no,0,5.0,1,10,Sean Cole,Male,San Diego,2,11022
high,0,26,2.32,0.01,14.0,no,no,0,2.0,1,0,Amy Anderson,Female,Other,0,11020
high,0,46,2.58,0.08,164.64,yes,no,2,120.0,0,15,Jimmy Powell,Male,San Francisco,3,11023
high,0,28,2.1,0.09,158.61,yes,no,1,24.0,0,11,Douglas Schneider,Male,San Francisco,3,11023
high,0,38,2.35,0.07,133.97,no,no,1,72.0,1,8,David Hill,Male,Other,0,11020
high,0,46,2.8,0.0,0.0,yes,no,1,84.0,1,2,Richard Aguilar,Male,Other,0,11020
low,2,52,3.7,0.0,0.0,no,no,4,1.0,1,6,Lindsay Russell,Female,Other,0,11020
low,0,37,1.68,0.0,0.0,yes,no,3,120.0,0,8,Christina Bullock,Female,Other,0,11020
low,0,25,2.64,0.0,0.0,no,no,0,24.0,1,33,Bradley Miller,Male,Other,0,11020
high,1,28,2.3,0.03,66.3,yes,no,1,24.0,1,14,Stacy Clark,Female,Other,0,11020
high,2,35,6.89,0.01,58.51,yes,no,0,5.0,1,18,Robert Bishop,Male,Other,0,11020
low,4,25,4.0,0.0,0.0,no,no,0,36.0,1,32,Donna Lopez,Female,Other,0,11020
high,0,28,2.0,0.06,100.42,yes,no,1,38.0,0,8,Mr. Carl Gutierrez,Male,Other,0,11020
low,0,19,1.97,0.0,0.0,no,no,1,24.0,1,2,Bryan Schneider,Male,Other,0,11020
high,0,25,3.0,0.01,25.51,no,no,2,3.0,1,11,Russell Knight,Male,Other,0,11020
high,0,26,2.75,0.18,420.58,yes,no,1,6.0,1,11,Justin Neal,Male,San Diego,2,11022
high,0,31,5.0,0.07,309.91,yes,no,2,12.0,1,12,Tom Ramirez,Male,San Diego,2,11022
high,0,33,2.1,0.04,78.26,no,no,4,12.0,1,0,Lynn Daniel,Female,Other,0,11020
high,0,27,4.0,0.04,123.22,yes,no,2,2.0,1,0,Ronnie Mason,Male,Other,0,11020
high,1,48,3.0,0.03,79.18,yes,yes,0,180.0,1,12,Jose Thompson,Male,Other,0,11020
high,0,36,3.3,0.16,431.14,no,no,0,3.0,1,0,David Owens,Male,San Diego,2,11022
low,3,45,2.35,0.0,0.0,no,no,0,36.0,1,15,Miranda Nelson,Female,Other,0,11020
low,2,53,2.16,0.0,0.0,no,yes,0,74.0,0,5,Jason Collins,Male,Other,0,11020
medium,0,27,3.9,0.04,134.39,yes,no,3,12.0,1,6,Thomas Clark,Male,Other,0,11020
high,0,40,2.31,0.03,54.97,no,no,1,158.0,1,9,Charles Hughes,Male,Other,0,11020
high,0,49,1.7,0.0,0.0,no,no,1,14.0,0,6,Paul Jensen,Male,Other,0,11020
high,0,40,2.0,0.07,120.56,no,no,0,24.0,1,4,Andrew Gomez,Male,Other,0,11020
high,0,23,4.8,0.08,320.49,no,yes,0,42.0,1,2,Jeffrey Gregory,Male,San Diego,2,11022
high,0,34,3.0,0.54,1352.49,yes,no,0,72.0,1,3,John King,Male,Sacramento,1,11021
high,0,21,1.56,0.07,87.15,no,no,0,24.0,0,5,Kathleen Zuniga,Female,Other,0,11020
high,0,39,2.0,0.05,81.26,yes,no,2,200.0,1,9,Ronald Brock,Male,Other,0,11020
high,0,24,2.6,0.3,643.32,no,no,1,10.0,1,11,Joseph Harris,Male,Sacramento,1,11021
high,0,47,4.68,0.03,134.92,yes,no,1,210.0,1,6,Aaron Mora,Male,Other,0,11020
high,0,34,4.0,0.26,860.76,no,yes,0,204.0,0,6,Jackson Cunningham,Male,Sacramento,1,11021
high,0,52,1.87,0.06,85.98,yes,no,0,250.0,1,4,Mark Diaz,Male,Other,0,11020
high,3,47,3.1,0.18,463.15,no,no,0,24.0,1,15,Michael Meyer,Male,San Diego,2,11022
high,0,25,2.8,0.06,134.2,no,no,0,6.0,0,3,Vanessa Weaver,Female,Other,0,11020
high,0,24,2.04,0.11,192.72,no,no,0,109.0,1,5,Frederick Williams,Male,San Francisco,3,11023
high,0,24,2.1,0.32,562.36,no,no,0,28.0,1,5,Emily Walker,Female,Sacramento,1,11021
high,0,22,2.0,0.16,274.95,no,no,0,13.0,1,7,Tanner Murphy,Male,San Diego,2,11022
high,0,33,5.6,0.09,398.05,yes,no,4,84.0,1,4,Raymond Yates,Male,San Diego,2,11022
high,0,38,3.0,0.05,124.48,yes,no,1,84.0,1,11,Derrick Wong,Male,Other,0,11020
medium,0,22,2.4,0.08,163.42,no,no,0,23.0,1,0,Stephen Stewart,Male,San Francisco,3,11023
high,0,23,1.85,0.06,93.31,no,no,0,4.0,1,1,Renee Hudson,Female,Other,0,11020
high,0,24,2.9,0.05,113.25,yes,no,0,60.0,1,3,James Randolph,Male,Other,0,11020
low,0,26,2.0,0.0,0.0,no,yes,1,63.0,1,2,Leslie Davis,Not Declared,Other,0,11020
medium,0,52,1.89,0.02,37.43,no,no,0,240.0,1,6,Ricky Davis,Male,Other,0,11020
high,0,20,2.0,0.2,341.24,no,no,0,24.0,1,7,Anthony Barton,Male,San Diego,2,11022
high,0,25,1.64,0.37,508.29,no,no,0,19.0,1,9,Katie Cortez,Female,Sacramento,1,11021
low,4,22,2.34,0.0,0.0,no,no,0,61.0,1,6,Joshua Fry,Not Declared,Other,0,11020
high,0,24,1.9,0.27,432.36,no,no,0,19.0,1,6,Mark Ballard,Male,San Diego,2,11022
high,0,21,1.53,0.04,46.29,yes,no,0,22.0,1,11,Randall Harper,Male,Other,0,11020
high,0,22,3.99,0.08,253.63,no,no,0,268.0,1,2,Joshua Johns,Male,San Diego,2,11022
high,0,46,1.6,0.05,61.74,no,no,0,162.0,1,11,Kevin Mack,Male,Other,0,11020
high,0,19,1.8,0.08,125.89,no,no,0,3.0,1,0,Troy Larsen,Male,Other,0,11020
high,1,29,3.7,0.6,1836.98,no,no,0,24.0,1,7,Jennifer Reynolds,Female,Sacramento,1,11021
high,0,28,2.1,0.01,15.58,no,no,0,28.0,1,5,Raymond Williams,Male,Other,0,11020
high,0,26,2.0,0.03,51.75,no,no,1,6.0,1,1,Christopher Wilkins,Male,Other,0,11020
low,1,44,2.6,0.0,0.0,yes,no,0,48.0,1,1,James Larson,Male,Other,0,11020
high,0,27,2.68,0.03,77.29,yes,no,0,135.0,1,0,Ashley Cox,Female,Other,0,11020
low,1,30,4.16,0.0,0.0,yes,yes,2,37.0,1,15,Kenneth Gomez,Male,Other,0,11020
high,0,24,2.1,0.14,240.48,no,no,1,24.0,1,5,Kendra Duncan,Female,San Diego,2,11022
high,0,28,2.4,0.03,67.4,no,no,1,24.0,1,4,Alex Miller,Male,Other,0,11020
high,0,39,3.12,0.03,69.27,yes,yes,2,66.0,1,5,Eric Anderson,Male,Other,0,11020
high,0,31,3.0,0.07,172.57,yes,no,1,24.0,1,13,Jordan Flynn,Male,San Francisco,3,11023
high,0,40,3.12,0.08,199.0,yes,no,1,60.0,1,11,Kevin Middleton,Male,San Francisco,3,11023
low,3,23,1.62,0.0,0.0,no,no,1,144.0,0,4,Christopher Ritter,Male,Other,0,11020
high,0,43,4.37,0.04,160.48,yes,no,2,110.0,1,10,Hannah Lopez,Female,San Francisco,3,11023
low,0,25,2.53,0.0,0.0,no,no,0,14.0,1,3,Christian Williams,Male,Other,0,11020
low,2,40,3.1,0.0,0.0,yes,no,1,66.0,1,5,Eddie White,Not Declared,Other,0,11020
low,7,32,2.72,0.0,0.0,no,no,1,60.0,0,10,Jesus Estrada,Male,Other,0,11020
high,0,42,4.04,0.01,44.41,no,no,0,5.0,1,6,Jeffrey Ochoa,Male,Other,0,11020
high,0,47,2.75,0.21,492.26,no,no,0,156.0,0,11,Isaiah Norman,Male,Sacramento,1,11021
high,0,27,3.0,0.16,401.93,no,no,1,24.0,1,2,Robin Ray,Female,San Diego,2,11022
high,0,30,3.15,0.07,179.18,yes,no,1,19.0,1,9,Sierra James,Female,San Francisco,3,11023
low,0,38,5.97,0.0,0.0,yes,no,1,3.0,1,19,William Thompson,Male,Other,0,11020
high,0,31,2.6,0.08,182.17,no,no,0,5.0,1,0,Michael Webb,Male,San Francisco,3,11023
low,0,47,8.4,0.0,0.0,yes,no,3,6.0,1,0,Sabrina Walker,Female,Other,0,11020
high,0,21,1.95,0.04,61.95,no,no,0,40.0,0,4,Mark Perkins,Male,Other,0,11020
high,0,36,3.0,0.03,80.83,yes,no,3,108.0,0,4,Lauren Nelson,Female,Other,0,11020
high,0,23,2.8,0.0,8.33,yes,no,0,12.0,1,3,Kevin Hunter,Male,Other,0,11020
high,1,25,4.55,0.04,169.06,yes,no,1,42.0,1,10,Sarah Griffin,Female,San Francisco,3,11023
high,0,21,1.99,0.03,57.98,no,no,2,8.0,1,5,Philip Jones,Male,Other,0,11020
high,0,48,4.5,0.05,203.13,no,no,2,17.0,1,0,Sydney Swanson,Female,San Francisco,3,11023
low,0,35,4.0,0.0,0.0,no,no,2,70.0,1,1,Colleen Mooney,Female,Other,0,11020
high,0,39,3.5,0.06,181.02,yes,no,1,42.0,1,0,Jesus Green,Male,San Francisco,3,11023
low,1,27,2.15,0.0,0.0,no,no,0,97.0,1,1,Tyler Flores,Male,Other,0,11020
low,0,23,1.62,0.0,0.0,no,no,0,32.0,1,7,Jason Miller,Male,Other,0,11020
high,0,31,3.5,0.17,483.06,no,no,1,14.0,0,0,Andrea Miller,Female,Sacramento,1,11021
high,0,26,2.9,0.01,15.94,yes,yes,1,26.0,1,3,Audrey Ramos,Female,Other,0,11020
high,0,39,3.41,0.06,180.66,no,yes,1,120.0,1,7,Jim Perkins,Male,San Francisco,3,11023
high,0,24,4.0,0.0,4.58,no,yes,2,48.0,1,4,Jason Hall,Male,Other,0,11020
high,0,27,2.6,0.88,1902.0,no,no,0,4.0,1,7,Becky Dunn,Female,Sacramento,1,11021
high,0,24,2.07,0.21,356.78,no,no,0,4.0,1,17,Debra Wolf,Female,San Diego,2,11022
high,0,44,2.4,0.0,0.0,no,no,0,36.0,1,11,George Marsh,Male,Other,0,11020
high,0,25,3.42,0.01,24.58,no,no,0,3.0,1,0,Kimberly Lee,Female,Other,0,11020
high,0,21,6.7,0.05,302.25,no,no,0,8.0,1,6,Sean Price,Male,San Diego,2,11022
high,0,40,5.43,0.01,33.22,no,no,0,14.0,1,11,Michael Walker,Not Declared,Other,0,11020
high,0,24,1.62,0.01,13.69,no,no,0,12.0,0,4,Amanda Friedman,Not Declared,Other,0,11020
high,0,31,2.42,0.06,116.35,no,no,0,24.0,1,7,Anne Figueroa,Female,Other,0,11020
high,0,24,3.4,0.05,144.4,no,no,0,12.0,1,8,Natasha Harris,Female,Other,0,11020
high,0,47,3.6,0.04,113.75,yes,yes,2,120.0,1,12,Emma Johnson,Female,Other,0,11020
high,0,27,2.5,0.09,184.94,no,no,0,12.0,1,8,Raymond Holloway,Male,San Francisco,3,11023
high,0,49,1.75,0.01,15.33,yes,no,1,38.0,1,3,Wayne Duncan,Male,Other,0,11020
high,0,32,2.5,0.05,113.18,no,no,0,8.0,1,5,Bobby Santos,Male,Other,0,11020
high,0,35,4.5,0.01,37.58,yes,no,3,144.0,1,3,Joseph Cox,Male,Other,0,11020
low,1,26,2.47,0.0,0.0,yes,no,0,14.0,1,20,Ronnie Cortez,Male,Other,0,11020
high,0,20,2.7,0.07,156.9,no,no,1,38.0,1,10,Robert Alexander,Male,San Francisco,3,11023
low,0,34,2.4,0.0,0.0,no,no,0,27.0,1,2,James Williams,Male,Other,0,11020
high,0,49,6.9,0.06,349.2,yes,no,3,160.0,0,0,Hannah Marshall,Female,San Diego,2,11022
high,0,40,4.8,0.15,615.12,yes,no,3,122.0,1,17,Ashley Marsh,Female,Sacramento,1,11021
high,0,20,1.92,0.13,208.08,no,no,0,84.0,1,6,Brittany Bennett,Female,San Diego,2,11022
high,0,40,2.8,0.04,88.74,no,no,3,19.0,0,0,Madison Murphy,Female,Other,0,11020
high,0,25,1.69,0.02,34.52,no,no,0,3.0,0,16,John Foley,Male,Other,0,11020
high,0,29,3.5,0.13,366.74,no,no,0,19.0,1,0,Danielle Moran,Female,San Diego,2,11022
high,1,40,2.25,0.02,44.0,no,no,0,86.0,1,10,Kevin Johnson,Not Declared,Other,0,11020
low,2,30,2.32,0.0,0.0,no,no,1,17.0,1,8,Mark Williams,Male,Other,0,11020
high,0,30,4.0,0.09,299.89,yes,no,1,37.0,0,6,Brian Holder,Male,San Diego,2,11022
high,0,40,4.5,0.1,359.12,no,no,5,2.0,1,0,David Bell,Male,San Diego,2,11022
high,0,23,3.18,0.09,246.57,no,no,0,17.0,1,3,Jason Martinez,Male,San Diego,2,11022
high,0,23,3.0,0.03,63.99,no,no,0,3.0,1,0,Jaime Nichols,Female,Other,0,11020
high,0,31,3.0,0.02,51.64,yes,no,2,44.0,0,12,Thomas Smith,Male,Other,0,11020
low,0,24,2.0,0.0,0.0,no,no,0,7.0,0,6,Fred Anderson,Male,Other,0,11020
high,0,36,3.5,0.22,633.41,yes,no,0,95.0,1,17,Michael Gutierrez,Male,Sacramento,1,11021
high,0,0,4.0,0.07,242.13,yes,no,3,24.0,1,4,Jessica Thomas,Female,San Diego,2,11022
low,0,28,2.58,0.0,0.0,yes,no,0,41.0,1,11,Christine Holt,Female,Other,0,11020
high,0,45,12.0,0.02,200.49,yes,yes,1,24.0,1,6,Zachary Novak,Male,San Francisco,3,11023
high,1,0,3.7,0.01,32.46,no,no,0,186.0,0,5,Jared Cabrera,Male,Other,0,11020
low,0,23,1.43,0.0,0.0,yes,no,0,12.0,1,6,Steven Knight,Not Declared,Other,0,11020
high,0,38,3.68,0.02,59.62,yes,no,3,44.0,1,11,Amy Cohen,Not Declared,Other,0,11020
low,0,23,2.55,0.0,0.0,yes,no,2,24.0,1,0,Jacob Richards,Male,Other,0,11020
low,4,37,3.5,0.0,0.0,yes,no,2,15.0,1,9,Amanda Robinson,Female,Other,0,11020
high,0,28,2.3,0.16,315.2,yes,no,1,13.0,0,4,Mrs. Angela Wilkins,Female,San Diego,2,11022
high,0,26,3.19,0.1,258.29,no,no,0,10.0,1,11,Stephanie Brown,Female,San Diego,2,11022
high,0,26,2.35,0.0,0.0,no,no,0,36.0,1,11,Anthony Gardner,Male,Other,0,11020
low,4,25,1.97,0.0,0.0,no,no,0,7.0,1,6,Allen Hill,Male,Other,0,11020
high,0,41,3.6,0.15,457.49,yes,no,3,68.0,1,10,Lee King,Male,San Diego,2,11022
low,1,38,3.2,0.0,0.0,no,no,2,14.0,1,6,Matthew Gutierrez,Male,Other,0,11020
high,0,34,2.0,0.0,4.58,yes,no,2,38.0,1,6,Joseph Lutz,Male,Other,0,11020
high,0,31,2.85,0.31,745.04,yes,no,2,30.0,1,11,Nathan Palmer,Male,Sacramento,1,11021
high,0,24,3.1,0.07,180.18,yes,no,1,12.0,1,23,Brian Reed,Male,San Francisco,3,11023
high,0,25,1.5,0.09,111.84,yes,no,1,14.0,1,19,Mrs. Nancy Butler DVM,Female,Other,0,11020
high,0,57,4.8,0.15,613.64,yes,no,0,138.0,1,4,Cody Clark,Male,Sacramento,1,11021
high,0,23,2.6,0.15,333.61,no,no,0,6.0,1,0,Bradley Sanchez,Male,San Diego,2,11022
high,0,23,2.85,0.09,207.71,yes,no,1,50.0,0,8,Jonathan Jones,Male,San Diego,2,11022
high,0,28,3.35,0.07,199.37,yes,no,0,18.0,1,2,Jimmy Mills,Male,San Francisco,3,11023
medium,0,32,1.81,0.05,81.44,yes,no,0,5.0,1,22,Stacy Gibson,Female,Other,0,11020
high,0,34,3.6,0.04,116.32,yes,yes,4,48.0,1,8,Michael Mccall,Male,Other,0,11020
low,0,31,1.52,0.0,0.0,no,no,2,20.0,1,0,Donald Olson,Male,Other,0,11020
high,0,24,2.4,0.27,530.18,no,no,1,24.0,1,13,Nicholas Monroe,Male,Sacramento,1,11021
low,0,38,3.0,0.0,0.0,no,no,0,36.0,0,2,Jordan Banks,Male,Other,0,11020
low,7,36,3.5,0.0,0.0,yes,no,2,60.0,1,7,Dylan Wall,Male,Other,0,11020
high,0,29,3.0,0.05,116.45,yes,no,1,12.0,1,8,Kimberly Day,Female,Other,0,11020
high,0,34,2.34,0.18,357.59,yes,no,0,108.0,0,11,Thomas Castillo,Male,San Diego,2,11022
high,0,25,2.1,0.12,214.86,no,no,0,26.0,1,17,Scott Bell,Male,San Diego,2,11022
high,0,22,1.6,0.15,200.59,yes,no,0,27.0,1,3,Shelby Johnson,Female,San Francisco,3,11023
high,0,26,2.22,0.03,56.46,no,no,0,10.0,1,2,Donald Gamble,Male,Other,0,11020
high,0,32,3.65,0.01,17.67,yes,no,2,20.0,1,17,Michael Rosario,Male,Other,0,11020
low,6,39,3.2,0.0,0.0,no,no,0,88.0,1,7,Cory Brown,Male,Other,0,11020
low,0,30,2.6,0.0,0.0,no,no,0,5.0,0,0,Juan Scott,Male,Other,0,11020
high,1,60,6.1,0.09,479.44,yes,no,1,244.0,1,14,Shaun Silva,Not Declared,Sacramento,1,11021
low,2,36,3.0,0.0,0.0,no,no,0,74.0,1,16,Beth Knight,Female,Other,0,11020
high,0,36,4.5,0.08,308.92,yes,no,0,60.0,1,16,Ashley Cooper,Female,San Diego,2,11022
high,0,28,2.18,0.08,144.64,yes,no,0,5.0,1,14,James Fernandez,Male,Other,0,11020
low,0,66,3.25,0.0,0.0,yes,no,3,300.0,1,13,Robert Sims,Male,Other,0,11020
high,0,35,2.2,0.13,244.65,yes,no,1,13.0,1,9,Carrie Banks,Female,San Diego,2,11022
high,0,74,2.81,0.02,38.83,yes,no,0,511.0,1,10,Russell Clark,Male,Other,0,11020
high,0,28,2.43,0.23,462.66,yes,no,2,29.0,1,17,Steven Santos,Male,San Diego,2,11022
high,0,55,6.7,0.04,214.93,yes,no,1,300.0,1,13,Emily Andrews,Female,San Diego,2,11022
low,1,38,4.0,0.0,0.0,yes,yes,3,40.0,1,7,Matthew Bell,Male,Other,0,11020
low,0,37,5.16,0.0,0.0,yes,yes,0,86.0,1,1,Steven Smith,Male,Other,0,11020
high,0,39,5.1,0.06,244.42,yes,no,3,132.0,1,15,Michael Jones,Male,San Diego,2,11022
high,0,44,4.2,0.04,135.18,yes,no,2,150.0,0,2,Bradley Strickland,Male,Other,0,11020
high,0,30,5.6,0.04,185.74,yes,no,0,1.0,0,8,Joseph Matthews,Male,San Francisco,3,11023
high,0,23,1.86,0.27,413.6,no,no,0,3.0,1,4,Rachel Brown,Female,San Diego,2,11022
low,0,27,1.64,0.0,0.0,no,no,0,104.0,1,0,Jeremy Payne,Male,Other,0,11020
high,0,51,6.8,0.0,14.67,no,no,0,38.0,0,5,Emily Hernandez,Female,Other,0,11020
high,0,22,1.85,0.01,16.91,no,no,0,48.0,1,4,Morgan Chaney,Female,Other,0,11020
low,0,22,1.8,0.0,0.0,no,no,2,4.0,1,0,Sabrina Smith,Not Declared,Other,0,11020
low,1,36,3.0,0.0,0.0,yes,no,1,12.0,1,16,Mary Hopkins,Female,Other,0,11020
high,0,36,2.2,0.01,20.33,yes,no,0,77.0,1,0,Kimberly Rivera,Female,Other,0,11020
low,1,22,1.8,0.0,0.0,no,no,0,6.0,1,2,Jacqueline Wade,Female,Other,0,11020
high,0,32,2.6,0.0,5.58,no,no,0,84.0,1,21,Mr. Alan Haynes,Male,Other,0,11020
low,0,27,2.0,0.0,0.0,no,no,0,24.0,1,4,David Maxwell,Not Declared,Other,0,11020
high,0,38,5.0,0.06,238.36,yes,no,3,9.0,1,0,David Lewis,Male,San Diego,2,11022
high,0,28,4.22,0.09,300.99,yes,no,1,22.0,1,3,Jose Sutton,Male,San Diego,2,11022
high,0,38,4.02,0.16,552.34,no,no,3,102.0,0,3,Brian Boyd,Male,Sacramento,1,11021
high,0,26,3.0,0.05,113.59,no,no,0,28.0,1,8,Robert Gallagher,Male,Other,0,11020
high,0,22,3.15,0.04,99.92,no,no,0,14.0,0,3,Jeffrey Campbell,Male,Other,0,11020
high,0,23,2.8,0.06,147.33,no,no,0,64.0,1,8,Christopher Evans,Male,San Francisco,3,11023
high,0,29,2.86,0.2,480.32,no,no,0,47.0,1,1,Carl Hill,Male,Sacramento,1,11021
high,0,23,2.04,0.18,304.9,no,no,0,12.0,1,9,James Vazquez,Male,San Diego,2,11022
high,0,33,3.5,0.02,63.46,yes,no,0,12.0,1,8,Andrea Bailey,Female,Other,0,11020
high,0,64,7.12,0.03,149.7,yes,no,1,241.0,1,8,Jamie Jackson,Female,San Francisco,3,11023
low,0,23,2.5,0.0,0.0,no,no,0,36.0,0,0,Jerome Jones,Male,Other,0,11020
high,0,23,3.3,0.06,166.06,no,no,0,2.0,1,5,Kathleen Krause,Female,San Francisco,3,11023
high,0,36,2.2,0.08,148.19,no,no,1,8.0,1,4,Joshua Daniels,Male,San Francisco,3,11023
high,1,38,3.2,0.05,121.22,yes,no,1,84.0,0,12,Alexis Thomas,Female,Other,0,11020
high,0,22,4.0,0.05,160.03,yes,no,0,27.0,1,4,Joseph Gonzalez,Male,San Francisco,3,11023
high,0,38,5.57,0.04,201.48,no,no,3,30.0,1,7,David Jacobs MD,Male,San Francisco,3,11023
high,0,36,7.0,0.01,59.12,yes,no,3,18.0,1,5,Diane Bailey,Female,Other,0,11020
low,1,26,2.3,0.0,0.0,no,no,0,66.0,1,3,Sara Hampton,Female,Other,0,11020
high,0,21,5.5,0.08,356.88,no,no,0,50.0,1,0,Larry Rodriguez,Male,San Diego,2,11022
high,1,41,2.5,0.08,159.2,no,yes,2,131.0,0,3,Robert Marks,Male,San Francisco,3,11023
low,1,40,2.5,0.0,0.0,yes,no,1,96.0,1,8,Leslie Olson,Female,Other,0,11020
high,0,25,8.0,0.02,112.88,yes,no,2,18.0,1,0,Brent Thomas,Male,Other,0,11020
high,0,23,1.83,0.07,108.98,no,no,1,12.0,0,10,Shaun Johnson,Male,Other,0,11020
high,0,27,2.9,0.04,91.69,no,no,0,9.0,0,3,Philip Davis,Male,Other,0,11020
low,3,38,4.7,0.0,0.0,yes,no,3,36.0,1,8,Joseph Johnston,Male,Other,0,11020
low,2,23,1.72,0.0,0.0,no,no,0,204.0,0,5,Michael Brennan,Male,Other,0,11020
low,0,37,1.55,0.0,0.0,no,no,1,36.0,1,0,Deborah Morales,Female,Other,0,11020
high,0,41,3.82,0.15,462.02,no,no,2,36.0,1,2,John Austin,Male,San Diego,2,11022
high,0,52,2.4,0.07,138.57,no,yes,1,96.0,1,2,Nicole Roberts,Female,Other,0,11020
high,0,31,2.4,0.19,373.42,no,no,1,54.0,0,1,Kenneth Wood,Male,San Diego,2,11022
high,0,36,3.0,0.12,304.62,no,no,1,180.0,1,5,Shannon Harrison,Female,San Diego,2,11022
high,0,21,1.6,0.29,385.78,no,no,0,192.0,1,3,William Gaines,Male,San Diego,2,11022
high,0,42,2.68,0.14,319.43,no,no,1,84.0,1,0,Ralph Leon,Male,San Diego,2,11022
high,0,32,6.3,0.09,465.94,no,yes,4,60.0,1,7,Carl Valdez,Male,San Diego,2,11022
high,0,24,1.6,0.05,59.79,no,no,0,43.0,1,2,Michael Green,Male,Other,0,11020
high,0,32,2.6,0.08,170.46,no,no,1,76.0,0,3,Matthew Wood,Male,San Francisco,3,11023
high,0,28,2.1,0.14,242.2,no,no,2,24.0,1,7,Dustin Howell,Male,San Diego,2,11022
low,1,28,1.93,0.0,0.0,no,no,2,74.0,1,4,David Smith,Male,Other,0,11020
high,0,23,2.5,0.23,478.71,yes,no,0,12.0,1,4,Mr. William Castro,Male,Sacramento,1,11021
low,1,44,1.8,0.0,0.0,no,yes,0,60.0,1,2,Natasha Roy,Female,Other,0,11020
high,0,31,3.56,0.03,98.34,no,no,0,72.0,1,9,Todd Woods,Male,Other,0,11020
high,0,24,3.4,0.11,301.02,no,no,0,17.0,1,7,Scott Burke II,Male,San Diego,2,11022
high,0,28,2.55,0.24,509.05,no,no,1,90.0,1,3,Nathan Tyler,Male,Sacramento,1,11021
high,0,47,4.92,0.04,183.9,yes,yes,1,288.0,1,14,Johnny Jones,Male,San Francisco,3,11023
high,0,26,3.9,0.01,46.52,no,no,0,30.0,1,13,Tammy Jensen,Female,Other,0,11020
high,0,37,5.2,0.06,256.19,no,no,0,12.0,0,0,Daniel Anderson,Male,San Diego,2,11022
medium,0,54,9.0,0.06,470.97,yes,no,3,147.0,1,6,Mr. Ian Villarreal,Male,Sacramento,1,11021
high,0,35,6.0,0.46,2291.17,no,no,2,10.0,1,0,Robert Carlson,Male,Sacramento,1,11021
high,0,35,7.5,0.02,128.43,yes,no,4,19.0,1,12,Jacob Avila,Male,Other,0,11020
high,0,44,9.0,0.26,1949.86,no,no,2,4.0,1,7,Devin Hanna MD,Male,Sacramento,1,11021
high,0,20,2.1,0.15,269.15,no,no,1,27.0,0,6,Dale Fowler,Male,San Diego,2,11022
high,0,23,3.0,0.02,41.48,no,no,3,18.0,1,3,Johnny Lawrence,Male,Other,0,11020
high,0,27,2.6,0.04,79.36,no,no,0,168.0,1,5,William Herrera,Male,Other,0,11020
high,0,54,5.48,0.13,612.86,yes,no,1,146.0,1,4,Anna Evans,Female,Sacramento,1,11021
high,0,40,8.2,0.03,192.45,yes,no,3,172.0,1,15,Jose Santana,Not Declared,San Francisco,3,11023
high,1,32,2.5,0.16,327.74,no,no,0,147.0,1,3,Patrick Lee,Male,San Diego,2,11022
high,0,28,3.0,0.07,177.62,yes,no,0,20.0,1,0,Andrew Harris,Male,San Francisco,3,11023
high,0,35,6.5,0.07,365.91,yes,no,0,6.0,1,0,Patricia Fritz,Female,San Diego,2,11022
high,1,56,7.57,0.01,41.33,yes,yes,2,39.0,1,18,Christopher Parker,Male,Other,0,11020
high,1,28,2.0,0.05,86.15,no,no,1,61.0,1,2,Courtney Clark,Female,Other,0,11020
low,3,31,3.25,0.0,0.0,no,no,1,72.0,1,7,Tanner Wilson,Male,Other,0,11020
low,2,24,3.0,0.0,0.0,no,no,0,24.0,1,4,Miguel Hardin,Male,Other,0,11020
high,0,40,7.0,0.06,376.76,no,no,3,6.0,1,2,Brandon Torres,Male,San Diego,2,11022
low,7,33,7.5,0.0,0.0,no,no,0,24.0,1,8,Gabriel Flowers,Male,Other,0,11020
high,0,38,3.8,0.06,189.18,yes,no,0,23.0,1,6,Nancy Cooley,Female,San Francisco,3,11023
high,0,25,3.7,0.08,260.12,yes,no,0,236.0,1,6,John Norman,Not Declared,San Diego,2,11022
high,0,33,3.4,0.14,406.98,yes,no,1,36.0,1,7,Derek Morris,Male,San Diego,2,11022
low,1,27,2.85,0.0,0.0,no,no,0,60.0,0,7,James Keller,Male,Other,0,11020
high,0,28,2.6,0.05,118.72,no,no,0,33.0,1,4,Brent Gibson,Male,Other,0,11020
high,0,22,1.57,0.07,91.73,no,no,0,18.0,1,1,Kimberly Gallagher,Female,Other,0,11020
high,0,24,1.8,0.13,200.24,yes,no,0,151.0,1,5,Joel Ray,Male,San Francisco,3,11023
high,0,39,3.1,0.17,438.37,yes,no,2,18.0,1,3,Alan Peterson,Male,San Diego,2,11022
low,0,25,1.5,0.0,0.0,no,yes,4,48.0,0,1,Ann Simmons,Female,Other,0,11020
high,1,19,2.19,0.34,621.66,no,no,0,59.0,1,2,Juan Khan,Male,Sacramento,1,11021
